DR_NO,Date Rptd,DATE OCC,TIME OCC,AREA,AREA NAME,Rpt Dist No,Part 1-2,Crm Cd,Crm Cd Desc,Mocodes,Vict Age,Vict Sex,Vict Descent,Premis Cd,Premis Desc,Weapon Used Cd,Weapon Desc,Status,Status Desc,Crm Cd 1,Crm Cd 2,Crm Cd 3,Crm Cd 4,LOCATION,Cross Street,LAT,LON
241307021,3/3/2024 0:00,3/3/2024 0:00,1415,13,Newton,1395,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1307,24,M,H,122,"VEHICLE, PASSENGER/TRUCK",212,BOTTLE,AA,Adult Arrest,740,,,,CENTRAL                      AV,FLORENCE,33.9748,-118.2565
240707027,3/12/2024 0:00,3/6/2024 0:00,1400,7,Wilshire,724,2,928,THREATENING PHONE CALLS/LETTERS,1912,0,X,X,415,THE GROVE,500,UNKNOWN WEAPON/OTHER WEAPON,AO,Adult Other,928,,,,100    THE GROVE                    DR,,34.0736,-118.3563
240122912,12/23/2024 0:00,12/18/2024 0:00,1930,1,Central,138,1,330,BURGLARY FROM VEHICLE,1307 0344 0329,29,F,H,708,CHURCH/CHAPEL (CHANGED 03-03 FROM CHURCH/TEMPLE),,,IC,Invest Cont,330,,,,400 E  3RD                          ST,,34.0473,-118.2425
241804565,1/12/2024 0:00,1/12/2024 0:00,340,18,Southeast,1834,1,440,THEFT PLAIN - PETTY ($950 & UNDER),1822 0344 0345,47,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,440,,,,10600    MCKINLEY                     AV,,33.9401,-118.2609
240306183,2/12/2024 0:00,2/12/2024 0:00,445,3,Southwest,333,1,310,BURGLARY,0329 1822 0216 1609,23,X,X,203,OTHER BUSINESS,,,IC,Invest Cont,310,,,,2800    CRENSHAW                     BL,,34.0278,-118.3378
240607895,3/26/2024 0:00,3/26/2024 0:00,318,6,Hollywood,635,2,354,THEFT OF IDENTITY,1501 1822 0930,33,F,K,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,6600    FRANKLIN                     AV,,34.1079,-118.3337
242109504,6/2/2024 0:00,6/1/2024 0:00,1924,21,Topanga,2114,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325 0378 0352,50,M,W,405,CLOTHING STORE,,,IC,Invest Cont,442,,,,8200    TOPANGA CANYON               BL,,34.2139,-118.6103
241513291,8/30/2024 0:00,8/27/2024 0:00,2100,15,N Hollywood,1505,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101,STREET,,,IC,Invest Cont,420,,,,VALERIO                      ST,TROOST                       AV,34.2048,-118.3866
240206021,2/7/2024 0:00,2/7/2024 0:00,245,2,Rampart,246,1,121,"RAPE, FORCIBLE",1817 0913 1415 1409 0527,34,F,O,503,HOTEL,200,KNIFE WITH BLADE 6INCHES OR LESS,IC,Invest Cont,121,998,,,400 S  WESTLAKE                     AV,,34.0608,-118.2726
242005184,1/24/2024 0:00,1/23/2024 0:00,1800,20,Olympic,2034,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0344 0385 1822 1602,37,F,K,101,STREET,,,IC,Invest Cont,331,,,,600 S  ARDMORE                      AV,,34.0579,-118.302
242113016,11/9/2024 0:00,11/9/2024 0:00,400,21,Topanga,2161,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,24400    HATTERAS                     ST,,34.1732,-118.6561
240315971,11/3/2024 0:00,11/2/2024 0:00,1900,3,Southwest,314,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0344 1300 1822,29,F,H,707,GARAGE/CARPORT,,,IC,Invest Cont,331,,,,3700 W  MONT CLAIR                   ST,,34.0328,-118.323
240204531,1/10/2024 0:00,1/9/2024 0:00,2320,2,Rampart,257,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1202 0385 1300 1822 1608,67,M,O,707,GARAGE/CARPORT,,,IC,Invest Cont,331,,,,600    LUCAS                        AV,,34.0552,-118.2675
240114392,7/10/2024 0:00,7/8/2024 0:00,122,1,Central,182,1,440,THEFT PLAIN - PETTY ($950 & UNDER),344,0,X,X,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,440,,,,1000 S  HOPE                         ST,,34.0437,-118.2617
240707048,3/11/2024 0:00,3/9/2024 0:00,2300,7,Wilshire,733,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 0913,56,M,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,740,,,,5700 W  6TH                          ST,,34.0649,-118.3525
241414719,10/30/2024 0:00,10/30/2024 0:00,630,14,Pacific,1496,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),1822 0329 1300,60,M,W,102,SIDEWALK,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,745,,,,6100 W  98TH                         ST,,33.9474,-118.3915
240613658,11/30/2024 0:00,11/27/2024 0:00,1830,6,Hollywood,645,1,352,PICKPOCKET,1822 0344,72,F,W,102,SIDEWALK,,,IC,Invest Cont,352,,,,6900    HOLLYWOOD                    BL,,34.1015,-118.3401
240217420,11/21/2024 0:00,11/21/2024 0:00,1235,2,Rampart,211,1,440,THEFT PLAIN - PETTY ($950 & UNDER),1822 0344,39,M,B,103,ALLEY,,,IC,Invest Cont,440,,,,4200    MELROSE                      AV,,34.0836,-118.2917
241008028,4/19/2024 0:00,4/3/2024 0:00,1835,10,West Valley,1017,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1822 0329 1300,44,F,B,101,STREET,,,IC,Invest Cont,740,,,,LOUISE                       AV,SATICOY                      ST,34.2084,-118.5098
241311663,7/29/2024 0:00,7/29/2024 0:00,1,13,Newton,1361,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0344 1822,32,M,H,101,STREET,,,IC,Invest Cont,420,,,,100 W  45TH                         ST,,34.0029,-118.274
240108432,3/2/2024 0:00,3/2/2024 0:00,1510,1,Central,124,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0910 0329 1402,0,X,X,135,MTA PROPERTY OR PARKING LOT,,,AA,Adult Arrest,740,998,,,SPRING                       ST,TEMPLE                       ST,34.0549,-118.2426
242110712,7/12/2024 0:00,7/11/2024 0:00,1130,21,Topanga,2189,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 1202 0377,73,F,W,406,OTHER STORE,,,IC,Invest Cont,440,,,,VENTURA                      BL,WINNETKA                     AV,34.171,-118.5709
241008023,4/19/2024 0:00,4/10/2024 0:00,1327,10,West Valley,1023,2,354,THEFT OF IDENTITY,1822 0930,32,M,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,18900    KITTRIDGE                    ST,,34.1904,-118.5508
240409588,8/19/2024 0:00,8/15/2024 0:00,56,4,Hollenbeck,412,1,320,"BURGLARY, ATTEMPTED",1300 1302 0344,23,F,W,707,GARAGE/CARPORT,,,IC,Invest Cont,320,,,,300 W  AVENUE 26,,34.0798,-118.2185
240109890,4/3/2024 0:00,4/2/2024 0:00,2000,1,Central,143,1,440,THEFT PLAIN - PETTY ($950 & UNDER),344,18,M,H,717,HEALTH SPA/GYM,,,IC,Invest Cont,440,,,,400 S  BROADWAY,,34.0495,-118.2494
241004439,1/12/2024 0:00,1/12/2024 0:00,900,10,West Valley,1007,2,624,BATTERY - SIMPLE ASSAULT,0429 1810 0400 0421 0913,30,F,O,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,930,,,7700    GENESTA                      AV,,34.2104,-118.5032
241108932,6/27/2024 0:00,6/24/2024 0:00,1655,11,Northeast,1181,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1307 0329,37,M,H,212,TRANSPORTATION FACILITY (AIRPORT),,,IC,Invest Cont,740,,,,1200 N  ALVARADO                     ST,,34.0781,-118.2631
240613697,11/21/2024 0:00,11/19/2024 0:00,1730,6,Hollywood,632,1,330,BURGLARY FROM VEHICLE,1822 0344 1300 1501,30,M,W,707,GARAGE/CARPORT,,,IC,Invest Cont,330,,,,7900 W  SUNSET                       BL,,34.0981,-118.3615
241012572,12/2/2024 0:00,12/2/2024 0:00,1000,10,West Valley,1025,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,7000    LINDLEY                      AV,,34.1975,-118.5273
241604723,1/24/2024 0:00,1/24/2024 0:00,1245,16,Foothill,1684,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1501 1822 2004,49,M,H,101,STREET,204,FOLDING KNIFE,AA,Adult Arrest,230,,,,LANKERSHIM,WEBB,34.2157,-118.3878
241407717,3/22/2024 0:00,3/22/2024 0:00,1930,14,Pacific,1403,2,888,TRESPASSING,,0,X,X,710,OTHER PREMISE,,,IC,Invest Cont,888,,,,2900 S  SEPULVEDA                    BL,,34.0286,-118.4294
242107070,3/20/2024 0:00,3/19/2024 0:00,2330,21,Topanga,2156,1,510,VEHICLE - STOLEN,,0,,,707,GARAGE/CARPORT,,,IC,Invest Cont,510,,,,6200    OWENSMOUTH                   AV,,34.1829,-118.6015
240212559,8/1/2024 0:00,7/31/2024 0:00,1800,2,Rampart,295,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,1300 S  BURLINGTON                   AV,,34.0456,-118.2789
241415754,12/10/2024 0:00,12/3/2024 0:00,1600,14,Pacific,1413,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,1300    ELECTRIC                     AV,,33.9917,-118.4679
241908128,4/22/2024 0:00,4/22/2024 0:00,1245,19,Mission,1958,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",2004 0913 1206 0416,58,M,H,108,PARKING LOT,306,ROCK/THROWN OBJECT,IC,Invest Cont,230,,,,9700    WOODMAN                      AV,,34.2463,-118.4477
241707811,4/2/2024 0:00,4/2/2024 0:00,900,17,Devonshire,1737,2,624,BATTERY - SIMPLE ASSAULT,1822 0408,57,M,O,108,PARKING LOT,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,16900    SAN FERNANDO MISSION         BL,,34.2721,-118.5004
241008391,5/1/2024 0:00,4/29/2024 0:00,2130,10,West Valley,1005,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",1822 0344,0,M,O,101,STREET,,,IC,Invest Cont,341,,,,17900    ROSCOE                       BL,,34.2209,-118.523
242110595,7/26/2024 0:00,7/26/2024 0:00,1500,21,Topanga,2146,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1307 1202,62,F,W,301,GAS STATION,,,IC,Invest Cont,740,,,,TOPANGA CANYON               BL,VANOWEN                      ST,34.1942,-118.6059
240205838,2/3/2024 0:00,2/3/2024 0:00,707,2,Rampart,251,2,354,THEFT OF IDENTITY,1501 1822,44,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,2600    WILSHIRE                     BL,,34.0605,-118.2814
241606914,4/2/2024 0:00,4/2/2024 0:00,1557,16,Foothill,1645,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0913 0344,30,F,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,440,,,,12300    OSBORNE                      ST,,34.2626,-118.4094
250604064,12/22/2024 0:00,12/22/2024 0:00,1937,6,Hollywood,668,1,330,BURGLARY FROM VEHICLE,1822 1300 0344 1501 1307,43,F,B,210,RESTAURANT/FAST FOOD,,,IC,Invest Cont,330,,,,1300 N  WESTERN                      AV,,34.0944,-118.3125
240305446,1/27/2024 0:00,1/27/2024 0:00,2015,3,Southwest,399,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0104 0325 0216 0342 0352 1822,23,X,X,404,DEPARTMENT STORE,,,IC,Invest Cont,442,,,,4300 S  FIGUEROA                     ST,,34.0054,-118.2827
241415656,12/6/2024 0:00,9/30/2024 0:00,1047,14,Pacific,1489,2,668,"EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)",344,0,X,X,710,OTHER PREMISE,,,IC,Invest Cont,668,,,,5500 W  98TH                         ST,,33.9478,-118.3772
241514484,10/4/2024 0:00,10/1/2024 0:00,1910,15,N Hollywood,1522,1,343,SHOPLIFTING-GRAND THEFT ($950.01 & OVER),1822 0325 0344,0,M,O,403,DRUG STORE,,,IC,Invest Cont,343,,,,13000    VICTORY                      BL,,34.1936,-118.4166
240611396,8/23/2024 0:00,8/22/2024 0:00,2300,6,Hollywood,646,1,352,PICKPOCKET,1822 0344 1501,22,F,J,207,BAR/COCKTAIL/NIGHTCLUB,,,IC,Invest Cont,352,,,,1500    WILCOX                       AV,,34.098,-118.331
241404115,1/3/2024 0:00,1/2/2024 0:00,1200,14,Pacific,1494,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,2126,0,X,X,710,OTHER PREMISE,511,VERBAL THREAT,AA,Adult Arrest,930,,,,5600 W  CENTURY                      BL,,33.9454,-118.3786
240908837,5/7/2024 0:00,5/6/2024 0:00,1130,9,Van Nuys,901,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0443 1822,29,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",511,VERBAL THREAT,IC,Invest Cont,930,,,,SHERMAN,VAN NUYS,34.2085,-118.4698
241704421,1/10/2024 0:00,1/9/2024 0:00,2000,17,Devonshire,1727,1,330,BURGLARY FROM VEHICLE,0386 0344,37,M,O,104,DRIVEWAY,,,IC,Invest Cont,330,,,,19100    CELTIC                       ST,,34.2692,-118.5482
241217651,12/2/2024 0:00,10/26/2024 0:00,1756,12,77th Street,1267,1,330,BURGLARY FROM VEHICLE,1609 0329 0344 0352,42,F,L,717,HEALTH SPA/GYM,,,IC,Invest Cont,330,,,,800 W  MANCHESTER                   AV,,33.9622,-118.285
241509855,5/1/2024 0:00,4/8/2024 0:00,1200,15,N Hollywood,1563,2,649,DOCUMENT FORGERY / STOLEN FELONY,1822 0924,38,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,649,,,,11400    MOORPARK                     ST,,34.1504,-118.379
241413735,10/1/2024 0:00,9/30/2024 0:00,1530,14,Pacific,1424,2,354,THEFT OF IDENTITY,0377 0930 1822,68,F,J,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,3300    INGLEWOOD                    BL,,34.016,-118.4367
242006119,2/18/2024 0:00,2/17/2024 0:00,1700,20,Olympic,2014,1,520,VEHICLE - ATTEMPT STOLEN,1300 1307 1822 0329,0,X,X,101,STREET,,,IC,Invest Cont,520,,,,KINGSLEY,OAKWOOD,34.0726,-118.3029
240116090,8/4/2024 0:00,8/4/2024 0:00,1955,1,Central,161,1,480,BIKE - STOLEN,0344 1822,18,M,H,406,OTHER STORE,,,IC,Invest Cont,480,,,,800 S  FIGUEROA                     ST,,34.0483,-118.2631
241811706,7/28/2024 0:00,7/27/2024 0:00,1340,18,Southeast,1804,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,800 E  87TH                         PL,,33.9583,-118.2608
241412951,9/9/2024 0:00,9/5/2024 0:00,1530,14,Pacific,1441,1,522,"VEHICLE, STOLEN - OTHER (MOTORIZED SCOOTERS, BIKES, ETC)",,0,,,101,STREET,,,IC,Invest Cont,522,,,,2500    SPEEDWAY,,33.9826,-118.4695
241107097,3/30/2024 0:00,3/25/2024 0:00,1400,11,Northeast,1183,1,440,THEFT PLAIN - PETTY ($950 & UNDER),344,31,M,W,707,GARAGE/CARPORT,,,IC,Invest Cont,440,,,,1700    GLENDALE                     BL,,34.0858,-118.2599
240407760,5/22/2024 0:00,5/22/2024 0:00,1355,4,Hollenbeck,467,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",329,0,X,X,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,740,,,,100 S  SOTO                         ST,,34.0438,-118.2098
241406757,2/29/2024 0:00,2/28/2024 0:00,900,14,Pacific,1488,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101,STREET,,,IC,Invest Cont,420,,,,RAMSGATE,READING,33.959,-118.3827
240912914,11/9/2024 0:00,11/4/2024 0:00,1430,9,Van Nuys,964,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1609 1602,32,M,H,109,PARK/PLAYGROUND,,,IC,Invest Cont,740,,,,14200    HUSTON                       ST,,34.1594,-118.4421
241311823,8/3/2024 0:00,8/3/2024 0:00,20,13,Newton,1317,1,210,ROBBERY,0916 0344 1300 0913,43,M,H,101,STREET,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,210,,,,WASHINGTON                   BL,LONG BEACH                   AV,34.0206,-118.2428
241104925,1/27/2024 0:00,1/27/2024 0:00,302,11,Northeast,1105,1,310,BURGLARY,0344 0358 1609 1309 0216 0209 0206,0,X,X,203,OTHER BUSINESS,,,IC,Invest Cont,310,,,,2500    COLORADO                     BL,,34.1442,-118.218
240806268,2/28/2024 0:00,2/22/2024 0:00,1400,8,West LA,891,1,510,VEHICLE - STOLEN,,0,,,108,PARKING LOT,,,IC,Invest Cont,510,,,,11900 W  PICO                         BL,,34.0302,-118.4486
241706557,3/2/2024 0:00,2/27/2024 0:00,550,17,Devonshire,1718,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1602 0344 0329 0385,35,M,X,104,DRIVEWAY,,,IC,Invest Cont,331,,,,15800    KALISHER                     ST,,34.2772,-118.477
241912313,10/13/2024 0:00,10/13/2024 0:00,1019,19,Mission,1991,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,8000 N  SEPULVEDA                    BL,,34.2184,-118.4698
242004242,1/7/2024 0:00,1/6/2024 0:00,2230,20,Olympic,2034,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,0913 2000 1813 1402 0319 0448 0445 0449 0411 0429,31,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",205,KITCHEN KNIFE,AA,Adult Arrest,236,998,,,700 S  NORMANDIE                    AV,,34.0596,-118.3022
241810613,6/10/2024 0:00,6/7/2024 0:00,2100,18,Southeast,1821,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,102ND                        ST,HOOVER,33.9438,-118.287
241814650,11/14/2024 0:00,11/11/2024 0:00,1000,18,Southeast,1823,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,10100 S  SAN PEDRO                    ST,,33.9447,-118.2695
241814472,10/30/2024 0:00,10/22/2024 0:00,800,18,Southeast,1844,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",1822 0344,0,X,X,101,STREET,,,IC,Invest Cont,341,,,,11100 S  CENTRAL                      AV,,33.9345,-118.2623
241509629,4/26/2024 0:00,4/19/2024 0:00,1,15,N Hollywood,1524,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344 1402,70,M,W,203,OTHER BUSINESS,,,IC,Invest Cont,341,998,,,6200    LAUREL CANYON                BL,,34.1869,-118.3987
240307279,3/3/2024 0:00,3/3/2024 0:00,2335,3,Southwest,378,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1822 0302 0371 0906 1816 0334 1218,43,M,B,101,STREET,109,SEMI-AUTOMATIC PISTOL,AA,Adult Arrest,230,,,,FIGUEROA                     ST,N  MARTIN LUTHER KING JR        BL,34.0111,-118.2827
241805088,1/24/2024 0:00,1/23/2024 0:00,620,18,Southeast,1802,2,624,BATTERY - SIMPLE ASSAULT,1822 2051 2049 0356 0910,37,M,H,801,MTA BUS,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,200 W  MANCHESTER                   AV,,33.9601,-118.2768
241705681,2/9/2024 0:00,2/9/2024 0:00,2000,17,Devonshire,1768,1,310,BURGLARY,0329 0216 0206 0213 0344 1609,30,M,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,17100    HALSTED                      ST,,34.2444,-118.5054
242007700,3/25/2024 0:00,3/23/2024 0:00,2255,20,Olympic,2069,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 0361 0603 2002 0913,54,M,H,122,"VEHICLE, PASSENGER/TRUCK",,,AA,Adult Arrest,745,,,,1200    MENLO                        AV,,34.049,-118.2907
241415179,11/19/2024 0:00,11/19/2024 0:00,1705,14,Pacific,1469,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),1822 0344,0,X,X,402,MARKET,,,IC,Invest Cont,442,,,,6800    LA CIENEGA                   BL,,33.9761,-118.3726
241609703,8/8/2024 0:00,7/30/2024 0:00,1852,16,Foothill,1667,2,354,THEFT OF IDENTITY,1501,59,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,10400    ORMOND                       ST,,34.2407,-118.3593
241004848,1/24/2024 0:00,1/23/2024 0:00,1800,10,West Valley,1025,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1822 0344,25,M,W,101,STREET,,,IC,Invest Cont,331,,,,6800    CHIMINEAS                    AV,,34.1939,-118.5284
241509909,5/3/2024 0:00,5/2/2024 0:00,2000,15,N Hollywood,1545,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,5500    LAUREL CANYON                BL,,34.1703,-118.3965
241710066,6/3/2024 0:00,5/23/2024 0:00,735,17,Devonshire,1712,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0344 1202 1602 0329 0385,76,F,Z,101,STREET,,,IC,Invest Cont,331,,,,11700    PORTER VALLEY                DR,,34.2839,-118.5533
241909270,6/3/2024 0:00,6/2/2024 0:00,1500,19,Mission,1999,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,7800    WOODMAN                      AV,,34.212,-118.4309
240111794,5/23/2024 0:00,5/23/2024 0:00,1100,1,Central,152,1,440,THEFT PLAIN - PETTY ($950 & UNDER),344,33,M,B,738,LIBRARY,,,IC,Invest Cont,440,,,,600 W  5TH                          ST,,34.0502,-118.2539
241506656,2/26/2024 0:00,2/24/2024 0:00,1400,15,N Hollywood,1517,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101,STREET,,,IC,Invest Cont,420,,,,6700    ELMER                        AV,,34.1925,-118.3769
241409249,5/4/2024 0:00,5/4/2024 0:00,1,14,Pacific,1483,1,330,BURGLARY FROM VEHICLE,1822 1609 0344 1300 0358,29,F,O,101,STREET,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,330,,,,8700    PERSHING                     DR,,33.9547,-118.4413
240120261,10/21/2024 0:00,10/21/2024 0:00,1300,1,Central,139,1,510,VEHICLE - STOLEN,,0,,,108,PARKING LOT,,,IC,Invest Cont,510,,,,E  2ND                          ST,S  GAREY                        ST,34.0472,-118.2352
241217628,12/2/2024 0:00,12/2/2024 0:00,100,12,77th Street,1263,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,1900 W  84TH                         ST,,33.9627,-118.3112
240612861,10/25/2024 0:00,10/25/2024 0:00,1230,6,Hollywood,666,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,AA,Adult Arrest,510,,,,1200 N  CAHUENGA                     BL,,34.0925,-118.3288
240810571,9/3/2024 0:00,9/3/2024 0:00,1200,8,West LA,898,1,510,VEHICLE - STOLEN,,0,,,108,PARKING LOT,,,IC,Invest Cont,510,,,,3000 S  ROBERTSON                    BL,,34.0329,-118.3899
241413750,10/1/2024 0:00,9/30/2024 0:00,2130,14,Pacific,1494,1,440,THEFT PLAIN - PETTY ($950 & UNDER),1822 0344,55,F,B,212,TRANSPORTATION FACILITY (AIRPORT),500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,440,,,,100    WORLD                        WY,,33.9455,-118.4004
240309100,4/11/2024 0:00,4/9/2024 0:00,1300,3,Southwest,311,1,330,BURGLARY FROM VEHICLE,1822 0344 1601 1609 1307,53,M,W,101,STREET,,,IC,Invest Cont,330,,,,5300 W  JEFFERSON                    BL,,34.0265,-118.3717
242004274,1/9/2024 0:00,1/8/2024 0:00,2200,20,Olympic,2055,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,OLYMPIC,MARIPOSA,34.0527,-118.2989
240613318,11/14/2024 0:00,11/13/2024 0:00,1900,6,Hollywood,639,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,1700    WINONA                       BL,,34.1018,-118.302
240805217,2/2/2024 0:00,1/27/2024 0:00,1021,8,West LA,852,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325 2028,0,X,X,404,DEPARTMENT STORE,,,IC,Invest Cont,442,,,,11800    SANTA MONICA                 BL,,34.0428,-118.4582
241011957,10/28/2024 0:00,10/27/2024 0:00,1900,10,West Valley,1004,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101,STREET,,,IC,Invest Cont,420,,,,8100    CANBY                        AV,,34.2177,-118.5344
240107468,2/19/2024 0:00,2/19/2024 0:00,1043,1,Central,171,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0445 0334 0917 1266 0345 0443 1822 0906,33,M,H,503,HOTEL,216,SCISSORS,IC,Invest Cont,230,,,,900 W  OLYMPIC                      BL,,34.0454,-118.2658
240106905,2/10/2024 0:00,2/10/2024 0:00,930,1,Central,185,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0907 1402 0344 1822,0,X,X,201,JEWELRY STORE,,,IC,Invest Cont,341,998,,,1100    MAPLE                        AV,,34.0388,-118.2574
241913732,12/14/2024 0:00,12/14/2024 0:00,830,19,Mission,1999,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101,STREET,,,IC,Invest Cont,420,,,,13600    WILLARD                      ST,,34.2177,-118.4287
240215421,9/24/2024 0:00,9/23/2024 0:00,2030,2,Rampart,292,1,330,BURGLARY FROM VEHICLE,1822 1300 1609 0329 0344,48,F,H,707,GARAGE/CARPORT,,,IC,Invest Cont,330,,,,1100 W  WASHINGTON                   BL,,34.0385,-118.2812
240609874,6/13/2024 0:00,6/5/2024 0:00,1240,6,Hollywood,638,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),1822 0325 0104 1501,0,X,X,404,DEPARTMENT STORE,,,IC,Invest Cont,442,,,,5500    HOLLYWOOD                    BL,,34.1038,-118.3151
240809171,6/22/2024 0:00,6/21/2024 0:00,1300,8,West LA,806,2,354,THEFT OF IDENTITY,1822 0100,81,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,2300    ROSCOMARE                    RD,,34.1153,-118.4636
241813207,9/18/2024 0:00,9/3/2024 0:00,1750,18,Southeast,1851,2,354,THEFT OF IDENTITY,0100 1822 0923,49,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,13200    ESTRELLA                     AV,,33.9126,-118.2861
